code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,
,,,232104,7,"Aplicación manual de dos manos de pintura plástica. color blanco. acabado mate. textura lisa. la primera mano diluida con un 20% de agua y la siguiente sin diluir. (rendimiento: 0.1 l/m² cada mano), previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa. sobre paramento interior de mortero de cemento. horizontal. hasta 3 m de altura. El precio incluye la protección de los elementos del entorno que puedan verse afectados durante los trabajos y la resolución de puntos singulares.",,,,,,,,,
232105,23,2321,,2,Pintura plástica sobre paramento exterior.,,,,1.000,41.88,8,m2,,
MAT0087,,,232105,3,Imprimación acrílica. reguladora de la absorción a base de copolímeros acrílicos. color blanco. con un contenido de sustancias orgánicas volátiles (VOC) < 5 g/l. para aplicar con brocha. rodillo o pistola.,,,,0.096,,,l,9.09,
MAT0088,,,232105,3,"Pintura para exterior. a base de polímeros acrílicos en emulsión acuosa. color blanco. acabado mate. textura lisa. impermeabilizante y transpirable. con un contenido de sustancias orgánicas volátiles (VOC) < 5 g/l. con Etiqueta Ecológica Europea (EEE), para aplicar con brocha. rodillo o pistola. según UNE-EN 1504-2.",,,,0.200,,,l,13.55,
O01OA132,,,232105,4,Oficial 1ª pintor.,,,1.00,0.191,,,h,20.11,
O01OA133,,,232105,4,Ayudante pintor.,,,1.00,0.191,,,h,19.22,
,,,232105,7,"Aplicación manual de dos manos de pintura plástica. color blanco. acabado mate. textura lisa. la primera mano diluida con un 15 a 20% de agua y la siguiente diluida con un 5 a 10% de agua o sin diluir. (rendimiento: 0.1 l/m² cada mano), previa aplicación de una mano de imprimación acrílica. reguladora de la absorción. sobre paramento exterior de mortero de cemento. El precio incluye la protección de los elementos del entorno que puedan verse afectados durante los trabajos y la resolución de puntos singulares.",,,,,,,,,
175104,17,1751,,2,Fregadero.,,,,1.000,11.59,8,m2,,
MAT0089,,,175104,3,Fregadero de acero inoxidable para instalación en encimera. de 1 cubeta. de 450x490 mm. con válvula de desagüe.,,,,1.000,,,u,90.02,
MAT0090,,,175104,3,Grifería monomando con cartucho cerámico para fregadero. gama básica. acabado cromado. compuesta de caño giratorio. aireador y enlaces de alimentación flexibles. según UNE-EN 200.,,,,1.000,,,u,48.11,
MAT0091,,,175104,3,"Llave de regulación de 1/2"". para fregadero o lavadero. acabado cromado.",,,,2.000,,,u,12.70,
MAT0092,,,175104,3,"Sifón botella sencillo de 1 1/2"" para fregadero de 1 cubeta. con válvula extensible.",,,,1.000,,,u,4.07,
O01OA122,,,175104,4,Oficial 1ª fontanero.,,,1,0.690,,,h,22.00,
O01OA134,,,175104,4,Ayudante fontanero.,,,0.77,0.530,,,h,20.30,
,,,175104,7,Fregadero de acero inoxidable para instalación en encimera. de 1 cubeta. de 450x490 mm. con válvula de desagüe. para encimera de cocina. equipado con grifería monomando con cartucho cerámico para fregadero. gama básica. acabado cromado. compuesta de caño giratorio. aireador y enlaces de alimentación flexibles. válvula con desagüe y sifón. Incluso conexión a las redes de agua fría y caliente y a la red de evacuación existentes. fijación del aparato y sellado con silicona.,,,,,,,,,
177601,17,1776,,2,Canaleta en borde de piscina.,,,,1.000,7.27,8,m,,
MAT0093,,,177601,3,Hormigón HM-20/B/20/X0. fabricado en central.,,,,0.050,,,m3,73.13,
MAT0094,,,177601,3,Canaleta prefabricada de hormigón para recogida de aguas. de 30 cm de ancho. incluso piezas especiales.,,,,1.050,,,m,5.20,
MAT0009,,,177601,3,Agua,,,,0.016,,,m3,1.50,
MAT0095,,,177601,3,Mortero industrial para albañilería. de cemento. color gris. categoría M-5 (resistencia a compresión 5 N/mm²). suministrado en sacos. según UNE-EN 998-2.,,,,0.056,,,t,40.20,
MAT0096,,,177601,3,Mortero industrial para albañilería. de cemento. color gris. con aditivo hidrófugo. categoría M-15 (resistencia a compresión 15 N/mm²). suministrado en sacos. según UNE-EN 998-2.,,,,0.019,,,t,48.63,
MAT0097,,,177601,3,Malla de fibra de vidrio.,,,,1.000,,,m2,2.21,
MAT0098,,,177601,3,Resina de poliéster.,,,,0.750,,,kg,6.95,
MAT0099,,,177601,3,Rejilla de PVC de 34 cm de anchura para canaleta de piscina. de material plástico con textura antideslizante. incluso perfiles soporte y piezas especiales de esquina.,,,,1.050,,,m,25.50,
MAT0100,,,177601,3,Piezas especiales y material complementario.,,,,1.000,,,U,0.85,
O01OA080,,,041101,4,Oficial 1ª ,,,0.55,0.600,,,h,22.27,
O01OA070,,,041101,4,Peón ordinario,,,1,1.100,,,h,21.15,
,,,177601,7,Canaleta en borde de piscina con rejilla de plástico.,,,,,,,,,
177602,17,1776,,2,Escalera de acceso. con pasamanos.,,,,1.000,4.00,8,u,,
MAT0101,,,177602,3,Escalera de acceso para piscina. de tubo de 43 mm de diámetro. con 4 peldaños y pasamanos simétrico. de acero inoxidable AISI 304. acabado pulido brillante. con anclajes dotados de mecanismo para conexión equipotencial. topes. embellecedores. juntas. tacos y tornillos.,,,,1.000,,,u,305.07,
MAT0102,,,177602,3,Mortero expansivo.,,,,2.000,,,u,3.50,
O01OA080,,,177602,4,Oficial 1ª ,,,1.00,2.000,,,h,22.27,
O01OA070,,,177602,4,Peón ordinario,,,1.00,2.000,,,h,21.15,
,,,177602,7,Escalera de acceso para piscina. de tubo de 43 mm de diámetro. con 4 peldaños y pasamanos simétrico. de acero inoxidable AISI 304. acabado pulido brillante. fijada con anclajes dotados de mecanismo para conexión equipotencial.,,,,,,,,,
252801,25,2528,,2,Proyector subacuático para piscina de vaso de hormigón.,,,,1.000,20.00,8,u,,
MAT0103,,,252801,3,Proyector de luz multicolor. de plástico. de color blanco. de 3 W de potencia. 36 led. alimentación a 12 Vcc. protección IP675. para piscina de vaso de hormigón. con fijación mediante cruz. tacos y tornillos.,,,,1.000,,,u,116.12,
MAT0104,,,252801,3,Material auxiliar para instalación de aparatos de iluminación.,,,,1.000,,,u,0.90,
O01OA135,,,252801,4,Oficial 1ª electricista.,,,1.00,0.400,,,h,22.00,
O01OA136,,,252801,4,Ayudante electricista.,,,1.00,0.400,,,h,20.30,
,,,252801,7,Proyector de luz multicolor. de plástico. de color blanco. de 3 W de potencia. 36 led. alimentación a 12 Vcc. protección IP675. para piscina de vaso de hormigón.,,,,,,,,,
460101,46,01,,2,Ayudas de albañilería para ejecución de instalaciones. Vivienda unifamiliar,,,,1.000,133.33,8,m2,,
MAT0105,,,460101,3,Pasta de yeso de construcción B1. según UNE-EN 13279-1.,,,,0.015,,,m3,148.50,
MAT0106,,,460101,3,Mortero industrial para albañilería. de cemento. color gris. con aditivo hidrófugo. categoría M-5 (resistencia a compresión 5 N/mm²). suministrado en sacos. según UNE-EN 998-2.,,,,0.019,,,t,44.20,
MAT0009,,,460101,3,Agua,,,,0.006,,,m3,1.50,
MAQ0119,,,460101,5,Perforadora con corona diamantada y soporte. por vía húmeda.,,,0.10,0.006,,,h,28.00,
O01OA080,,,460101,4,Oficial 1ª ,,,0.38,0.023,,,h,22.27,
O01OA070,,,460101,4,Peón ordinario,,,1.00,0.060,,,h,21.15,
,,,460101,7,Repercusión por m² de superficie construida de obra. de ayudas de cualquier trabajo de albañilería. necesarias para la correcta ejecución de la infraestructura de telecomunicaciones formada por: canalizaciones y registro de enlace. registro de terminación de red. canalización interior de usuario. registros de paso y registros de toma. con un grado de complejidad medio. en edificio de vivienda unifamiliar. Incluso material auxiliar para la correcta ejecución de los trabajos.,,,,,,,,,
252501,25,2525,,2,Colocación de paneles eléctricos,,,,1.000,6.67,8,u,,
MAT0107,,,252501,3,Caja empotrable con puerta opaca. para alojamiento del interruptor de control de potencia (ICP) en compartimento independiente y precintable y de los interruptores de protección de la instalación. 1 fila de 4 módulos (ICP) + 2 filas de 24 módulos. Fabricada en ABS auto extinguible. con grado de protección IP40. doble aislamiento (clase II). color blanco RAL 9010. Según UNE-EN 60670-1.,,,,1.000,,,u,27.98,
MAT0108,,,252501,3,Interruptor general automático (IGA). de 2 módulos. bipolar (2P). con 6 kA de poder de corte. de 40 A de intensidad nominal. curva C. incluso accesorios de montaje. Según UNE-EN 60898-1.,,,,1.000,,,u,42.07,
MAT0109,,,252501,3,Interruptor diferencial instantáneo. 2P/40A/300mA. de 2 módulos. incluso accesorios de montaje. Según UNE-EN 61008-1.,,,,1.000,,,u,91.27,
MAT0110,,,252501,3,Interruptor diferencial instantáneo. 2P/40A/30mA. de 2 módulos. incluso accesorios de montaje. Según UNE-EN 61008-1.,,,,2.000,,,u,93.73,
MAT0111,,,252501,3,Interruptor automático magnetotérmico. de 2 módulos. bipolar (2P). con 6 kA de poder de corte. de 10 A de intensidad nominal. curva C. incluso accesorios de montaje. Según UNE-EN 60898-1.,,,,1.000,,,u,12.43,
MAT0112,,,252501,3,Interruptor automático magnetotérmico. de 2 módulos. bipolar (2P). con 6 kA de poder de corte. de 16 A de intensidad nominal. curva C. incluso accesorios de montaje. Según UNE-EN 60898-1.,,,,4.000,,,u,12.66,
MAT0113,,,252501,3,Interruptor automático magnetotérmico. de 2 módulos. bipolar (2P). con 6 kA de poder de corte. de 20 A de intensidad nominal. curva C. incluso accesorios de montaje. Según UNE-EN 60898-1.,,,,1.000,,,u,13.59,
MAT0114,,,252501,3,Interruptor automático magnetotérmico. de 2 módulos. bipolar (2P). con 6 kA de poder de corte. de 25 A de intensidad nominal. curva C. incluso accesorios de montaje. Según UNE-EN 60898-1.,,,,1.000,,,u,14.08,
O01OA135,,,252501,4,Oficial 1ª electricista.,,,1.00,1.200,,,h,22.00,
O01OA136,,,252501,4,Ayudante electricista.,,,1.00,1.200,,,h,20.30,
,,,252501,7,Colocación de panel eléctrico,,,,,,,,,
252601,25,2526,,2,Cable eléctrico de 0.6/1 kV de tensión nominal. 4 mm2,,,,1.000,533.33,8,m,,
MAT0115,,,252601,3,Cable unipolar RV-K. siendo su tensión asignada de 0.6/1 kV. reacción al fuego clase Eca según UNE-EN 50575. con conductor de cobre clase 5 (-K) de 4 mm² de sección. con aislamiento de polietileno reticulado (R) y cubierta de PVC (V). Según UNE 21123-2.,,,,1.000,,,m,0.97,
O01OA135,,,252601,4,Oficial 1ª electricista.,,,1.00,0.015,,,h,22.00,
O01OA136,,,252601,4,Ayudante electricista.,,,1.00,0.015,,,h,20.30,
,,,252601,7,Cable unipolar RV-K. siendo su tensión asignada de 0.6/1 kV. reacción al fuego clase Eca. con conductor de cobre clase 5 (-K) de 4 mm² de sección. con aislamiento de polietileno reticulado (R) y cubierta de PVC (V). Incluso accesorios y elementos de sujeción.,,,,,,,,,
252601,25,2526,,2,Cable eléctrico de 0.6/1 kV de tensión nominal.  2.5 mm2,,,,1.000,533.33,8,m,,
MAT0116,,,252601,3,"	
Cable unipolar RV-K. siendo su tensión asignada de 0.6/1 kV. reacción al fuego clase Eca según UNE-EN 50575. con conductor de cobre clase 5 (-K) de 2.5 mm² de sección. con aislamiento de polietileno reticulado (R) y cubierta de PVC (V). Según UNE 21123-2.",,,,1.000,,,m,0.63,
O01OA135,,,252601,4,Oficial 1ª electricista.,,,1.00,0.015,,,h,22.00,
O01OA136,,,252601,4,Ayudante electricista.,,,1.00,0.015,,,h,20.30,
,,,252601,7,"Cable unipolar RV-K. siendo su tensión asignada de 0.6/1 kV. reacción al fuego clase Eca. con conductor de cobre clase 5 (-K) de 2.5 mm² de sección. con aislamiento de polietileno reticulado (R) y cubierta de PVC (V). Incluso accesorios y elementos de sujeción.
",,,,,,,,,
252701,25,2527,,2,Interruptor empotrado.,,,,1.000,42.11,8,u,,
MAT0117,,,252701,3,Interruptor unipolar (1P) para empotrar. gama básica. intensidad asignada 10 AX. tensión asignada 250 V. según EN 60669.,,,,1.000,,,u,5.85,
MAT0118,,,252701,3,Tecla simple. para interruptor/conmutador. gama básica. de color blanco.,,,,1.000,,,u,1.70,
MAT0119,,,252701,3,Marco embellecedor para 1 elemento. gama básica. de color blanco.,,,,1.000,,,u,2.05,
O01OA135,,,252701,4,Oficial 1ª electricista.,,,1.00,0.190,,,h,22.00,
,,,252701,7,Interruptor unipolar (1P). gama básica. intensidad asignada 10 AX. tensión asignada 250 V. con tecla simple. de color blanco y marco embellecedor para 1 elemento. de color blanco. Instalación empotrada. El precio no incluye la caja para mecanismo empotrado.,,,,,,,,,
252702,25,2527,,2,Base de toma de corriente empotrada.,,,,1.000,42.11,8,u,,
MAT0120,,,252702,3,Base de toma de corriente con contacto de tierra (2P+T). tipo Schuko. para empotrar. gama básica. intensidad asignada 16 A. tensión asignada 250 V.,,,,1.000,,,u,4.55,
MAT0121,,,252702,3,Tapa para base de toma de corriente con contacto de tierra (2P+T). tipo Schuko. gama básica. de color blanco.,,,,1.000,,,u,2.10,
MAT0119,,,252702,3,Marco embellecedor para 1 elemento. gama básica. de color blanco.,,,,1.000,,,u,2.05,
O01OA135,,,252702,4,Oficial 1ª electricista.,,,1.00,0.190,,,h,22.00,
,,,252701,7,Base de toma de corriente con contacto de tierra (2P+T). tipo Schuko. gama básica. intensidad asignada 16 A. tensión asignada 250 V. con tapa. de color blanco y marco embellecedor para 1 elemento. de color blanco. Instalación empotrada. El precio no incluye la caja para mecanismo empotrado.,,,,,,,,,
173001,17,1730,,2,Instalación interior para aseo.,,,,1.000,1.78,8,u,,
MAT0122,,,173001,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior.,,,,8.100,,,u,0.12,
MAT0123,,,173001,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior. PN=6 atm y 1.8 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,8.100,,,m,3.13,
MAT0124,,,173001,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior.,,,,15.000,,,u,0.15,
MAT0125,,,173001,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior. PN=6 atm y 1.9 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,15.000,,,m,4.02,
MAT0126,,,173001,3,Válvula de esfera. de latón. de 20 mm de diámetro.,,,,2.000,,,u,31.44,
O01OA134,,,173001,4,Ayudante fontanero.,,,1.00,4.501,,,h,20.30,
O01OA122,,,173001,4,Oficial 1ª fontanero.,,,1,4.501,,,h,22.00,
,,,173001,7,Instalación interior de fontanería para aseo con dotación para: inodoro. lavabo sencillo. realizada con tubo de polietileno reticulado (PE-X). para la red de agua fría y caliente que conecta la derivación particular o una de sus ramificaciones con cada uno de los aparatos sanitarios. con los diámetros necesarios para cada punto de servicio. Incluso llaves de paso de cuarto húmedo para el corte del suministro de agua. de polietileno reticulado (PE-X). material auxiliar para montaje y sujeción a la obra. derivación particular. accesorios de derivaciones. El precio no incluye las ayudas de albañilería para instalaciones.,,,,,,,,,
173002,17,1730,,2,Instalación interior para cuarto de baño.,,,,1.000,0.99,8,u,,
MAT0122,,,173002,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior.,,,,13.500,,,u,0.12,
MAT0123,,,173002,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior. PN=6 atm y 1.8 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,13.500,,,m,3.13,
MAT0124,,,173002,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior.,,,,10.800,,,u,0.15,
MAT0125,,,173002,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior. PN=6 atm y 1.9 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,10.800,,,m,4.02,
MAT0127,,,173002,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 25 mm de diámetro exterior.,,,,17.000,,,u,0.23,
MAT0128,,,173002,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 25 mm de diámetro exterior. PN=6 atm y 2.3 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,17.000,,,m,5.99,
MAT0129,,,173002,3,Válvula de esfera. de latón. de 25 mm de diámetro.,,,,2.000,,,u,42.54,
O01OA134,,,173002,4,Ayudante fontanero.,,,1.00,8.054,,,h,20.30,
O01OA122,,,173002,4,Oficial 1ª fontanero.,,,1,8.054,,,h,22.00,
,,,173002,7,Instalación interior de fontanería para cuarto de baño con dotación para: inodoro. lavabo sencillo. ducha con columna. bañera. bidé. realizada con tubo de polietileno reticulado (PE-X). para la red de agua fría y caliente que conecta la derivación particular o una de sus ramificaciones con cada uno de los aparatos sanitarios. con los diámetros necesarios para cada punto de servicio. Incluso llaves de paso de cuarto húmedo para el corte del suministro de agua. de polietileno reticulado (PE-X). material auxiliar para montaje y sujeción a la obra. derivación particular. accesorios de derivaciones. El precio no incluye las ayudas de albañilería para instalaciones.,,,,,,,,,
173003,17,1730,,2,Instalación interior para cocina.,,,,1.000,1.88,8,u,,
MAT0122,,,173003,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior.,,,,10.800,,,u,0.12,
MAT0123,,,173003,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 16 mm de diámetro exterior. PN=6 atm y 1.8 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,10.800,,,m,3.13,
MAT0124,,,173003,3,Material auxiliar para montaje y sujeción a la obra de las tuberías de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior.,,,,11.000,,,u,0.15,
MAT0125,,,173003,3,Tubo de polietileno reticulado (PE-Xa). serie 5. de 20 mm de diámetro exterior. PN=6 atm y 1.9 mm de espesor. suministrado en rollos. según UNE-EN ISO 15875-2. con el precio incrementado el 30% en concepto de accesorios y piezas especiales.,,,,11.000,,,m,4.02,
MAT0126,,,173003,3,Válvula de esfera. de latón. de 20 mm de diámetro.,,,,2.000,,,u,31.44,
MAT0130,,,173003,3,"Llave de paso para lavadora o lavavajillas. para roscar. gama básica. de 1/2"" de diámetro.",,,,2.000,,,u,16.01,
O01OA134,,,173003,4,Ayudante fontanero.,,,1.00,4.251,,,h,20.30,
O01OA122,,,173003,4,Oficial 1ª fontanero.,,,1,4.251,,,h,22.00,
,,,173003,7,Instalación interior de fontanería para cocina con dotación para: fregadero. toma y llave de paso para lavavajillas. toma y llave de paso para lavadora. realizada con tubo de polietileno reticulado (PE-X). para la red de agua fría y caliente que conecta la derivación particular o una de sus ramificaciones con cada uno de los aparatos sanitarios. con los diámetros necesarios para cada punto de servicio. Incluso llaves de paso de cuarto húmedo para el corte del suministro de agua. de polietileno reticulado (PE-X). material auxiliar para montaje y sujeción a la obra. derivación particular. accesorios de derivaciones. El precio no incluye las ayudas de albañilería para instalaciones.,,,,,,,,,
